	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																		
2/5/2024	DRG	5922	APR-DRG 680-4	"MAJOR O.R. PROCEDURES FOR LYMPHATIC, HEMATOPOIETIC OR OTHER NEOPLASMS"	680-4	IP					1073171.95	697561.77	550	434393.32	333727.7	N/A	N/A	N/A	367100.47	N/A	343739.53	N/A	N/A	434393.32	N/A	426197.22	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	430295.27	N/A
2/5/2024	DRG	5923	APR-DRG 681-1	"OTHER  O.R. PROCEDURES FOR LYMPHATIC, HEMATOPOIETIC OR OTHER NEOPLASMS"	681-1	IP					34995.7	22747.21	550	10780.5	9800.45	N/A	N/A	N/A	10780.5	N/A	10094.46	N/A	N/A	7970.83	N/A	7820.44	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7895.63	N/A
2/5/2024	DRG	5924	APR-DRG 681-2	"OTHER  O.R. PROCEDURES FOR LYMPHATIC, HEMATOPOIETIC OR OTHER NEOPLASMS"	681-2	IP					30870.13	20065.58	550	17560.93	15964.48	N/A	N/A	N/A	17560.93	N/A	16443.41	N/A	N/A	12947.76	N/A	12703.46	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12825.61	N/A
2/5/2024	DRG	5925	APR-DRG 681-3	"OTHER  O.R. PROCEDURES FOR LYMPHATIC, HEMATOPOIETIC OR OTHER NEOPLASMS"	681-3	IP					148118.66	96277.13	550	30826.26	28023.87	N/A	N/A	N/A	30826.26	N/A	28864.59	N/A	N/A	22684.71	N/A	22256.7	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	22470.7	N/A
2/5/2024	DRG	5926	APR-DRG 681-4	"OTHER  O.R. PROCEDURES FOR LYMPHATIC, HEMATOPOIETIC OR OTHER NEOPLASMS"	681-4	IP					560381.69	364248.1	550	196677.52	146976.62	N/A	N/A	N/A	161674.28	N/A	151385.92	N/A	N/A	196677.52	N/A	192966.62	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	194822.07	N/A
2/5/2024	DRG	5927	APR-DRG 690-1	ACUTE LEUKEMIA	690-1	IP					17125.45	11131.54	550	29691.87	26992.61	N/A	N/A	N/A	29691.87	N/A	27802.39	N/A	N/A	21852.05	N/A	21439.75	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	21645.9	N/A
2/5/2024	DRG	5928	APR-DRG 690-2	ACUTE LEUKEMIA	690-2	IP					53921.08	35048.7	550	29691.87	26992.61	N/A	N/A	N/A	29691.87	N/A	27802.39	N/A	N/A	21852.05	N/A	21439.75	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	21645.9	N/A
2/5/2024	DRG	5929	APR-DRG 690-3	ACUTE LEUKEMIA	690-3	IP					342735.17	222777.86	550	93256.92	64584.9	N/A	N/A	N/A	71043.39	N/A	66522.45	N/A	N/A	93256.92	N/A	91497.36	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	92377.14	N/A
2/5/2024	DRG	5930	APR-DRG 690-4	ACUTE LEUKEMIA	690-4	IP					380507.38	247329.8	550	113407.48	84565.32	N/A	N/A	N/A	93021.85	N/A	87102.28	N/A	N/A	113407.48	N/A	111267.72	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	112337.6	N/A
2/5/2024	DRG	5931	APR-DRG 691-1	"LYMPHOMA, MYELOMA AND NON-ACUTE LEUKEMIA"	691-1	IP					9830.35	6389.73	550	10846.86	9860.78	N/A	N/A	N/A	10846.86	N/A	10156.6	N/A	N/A	8019.55	N/A	7868.23	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7943.89	N/A
2/5/2024	DRG	5932	APR-DRG 691-2	"LYMPHOMA, MYELOMA AND NON-ACUTE LEUKEMIA"	691-2	IP					7910.15	5141.6	550	12981.88	11801.71	N/A	N/A	N/A	12981.88	N/A	12155.76	N/A	N/A	9586.68	N/A	9405.8	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9496.24	N/A
2/5/2024	DRG	5933	APR-DRG 691-3	"LYMPHOMA, MYELOMA AND NON-ACUTE LEUKEMIA"	691-3	IP					35711.95	23212.77	550	22303.81	20276.19	N/A	N/A	N/A	22303.81	N/A	20884.48	N/A	N/A	16429.1	N/A	16119.12	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16274.11	N/A
2/5/2024	DRG	5934	APR-DRG 691-4	"LYMPHOMA, MYELOMA AND NON-ACUTE LEUKEMIA"	691-4	IP					29255.81	19016.28	550	38006.95	34551.77	N/A	N/A	N/A	38006.95	N/A	35588.32	N/A	N/A	27955.43	N/A	27427.97	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	27691.7	N/A
2/5/2024	DRG	5935	APR-DRG 692-1	RADIOTHERAPY	692-1	IP					17837.32	11594.26	550	13396.65	12178.77	N/A	N/A	N/A	13396.65	N/A	12544.13	N/A	N/A	9891.13	N/A	9704.5	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9797.81	N/A
2/5/2024	DRG	5936	APR-DRG 692-2	RADIOTHERAPY	692-2	IP					258396	167957.4	550	50480.7	29313.42	N/A	N/A	N/A	32244.76	N/A	30192.82	N/A	N/A	50480.7	N/A	49528.23	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	50004.47	N/A
2/5/2024	DRG	5937	APR-DRG 692-3	RADIOTHERAPY	692-3	IP					186790	121413.5	550	17007.75	12178.77	N/A	N/A	N/A	13396.65	N/A	12544.13	N/A	N/A	17007.75	N/A	16686.85	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16847.3	N/A
2/5/2024	DRG	5938	APR-DRG 692-4	RADIOTHERAPY	692-4	IP					128856.45	83756.69	550	29902.37	27183.97	N/A	N/A	N/A	29902.37	N/A	27999.49	N/A	N/A	22006.55	N/A	21591.34	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	21798.95	N/A
2/5/2024	DRG	5939	APR-DRG 693-1	CHEMOTHERAPY	693-1	IP					20170.7	13110.96	550	10873.82	9885.29	N/A	N/A	N/A	10873.82	N/A	10181.85	N/A	N/A	8039.34	N/A	7887.65	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7963.49	N/A
2/5/2024	DRG	5940	APR-DRG 693-2	CHEMOTHERAPY	693-2	IP					99629.52	64759.19	550	13720.17	12472.88	N/A	N/A	N/A	13720.17	N/A	12847.07	N/A	N/A	10128.6	N/A	9937.49	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10033.04	N/A
2/5/2024	DRG	5941	APR-DRG 693-3	CHEMOTHERAPY	693-3	IP					95237.97	61904.68	550	27833.71	25303.37	N/A	N/A	N/A	27833.71	N/A	26062.47	N/A	N/A	20488.13	N/A	20101.56	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	20294.84	N/A
2/5/2024	DRG	5942	APR-DRG 693-4	CHEMOTHERAPY	693-4	IP					113720.8	73918.52	550	93376.48	84887.71	N/A	N/A	N/A	93376.48	N/A	87434.34	N/A	N/A	68597.44	N/A	67303.15	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	67950.3	N/A
2/5/2024	DRG	5943	APR-DRG 694-1	LYMPHATIC AND OTHER MALIGNANCIES AND NEOPLASMS OF UNCERTAIN BEHAVIOR	694-1	IP					76046.71	49430.36	550	6535.34	5941.22	N/A	N/A	N/A	6535.34	N/A	6119.46	N/A	N/A	4854.83	N/A	4763.23	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4809.03	N/A
2/5/2024	DRG	5944	APR-DRG 694-2	LYMPHATIC AND OTHER MALIGNANCIES AND NEOPLASMS OF UNCERTAIN BEHAVIOR	694-2	IP					20826.43	13537.18	550	7461.31	6783.01	N/A	N/A	N/A	7461.31	N/A	6986.5	N/A	N/A	5534.5	N/A	5430.08	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5482.29	N/A
2/5/2024	DRG	5945	APR-DRG 694-3	LYMPHATIC AND OTHER MALIGNANCIES AND NEOPLASMS OF UNCERTAIN BEHAVIOR	694-3	IP					140240.93	91156.6	550	14056.13	12778.3	N/A	N/A	N/A	14056.13	N/A	13161.65	N/A	N/A	10375.2	N/A	10179.44	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10277.32	N/A
2/5/2024	DRG	5946	APR-DRG 694-4	LYMPHATIC AND OTHER MALIGNANCIES AND NEOPLASMS OF UNCERTAIN BEHAVIOR	694-4	IP					80691.85	52449.7	550	24756.13	22505.57	N/A	N/A	N/A	24756.13	N/A	23180.74	N/A	N/A	18229.14	N/A	17885.19	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	18057.17	N/A
2/5/2024	DRG	5947	APR-DRG 695-2	CHEMOTHERAPY FOR ACUTE LEUKEMIA	695-2	IP					28085.95	18255.87	550	10545.12	9586.47	N/A	N/A	N/A	10545.12	N/A	9874.06	N/A	N/A	7798.06	N/A	7650.93	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7724.49	N/A
2/5/2024	DRG	5948	APR-DRG 695-3	CHEMOTHERAPY FOR ACUTE LEUKEMIA	695-3	IP					30264.85	19672.15	550	28512.89	25920.81	N/A	N/A	N/A	28512.89	N/A	26698.43	N/A	N/A	20986.66	N/A	20590.69	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	20788.68	N/A
2/5/2024	DRG	5949	APR-DRG 695-4	CHEMOTHERAPY FOR ACUTE LEUKEMIA	695-4	IP					279367.61	181588.95	550	81466.41	74060.37	N/A	N/A	N/A	81466.41	N/A	76282.18	N/A	N/A	65280.5	N/A	64048.8	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	64664.65	N/A
2/5/2024	DRG	5950	APR-DRG 696-1	OTHER CHEMOTHERAPY	696-1	IP					36212.9	23538.39	550	9575.59	8705.08	N/A	N/A	N/A	9575.59	N/A	8966.23	N/A	N/A	7086.42	N/A	6952.71	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7019.57	N/A
2/5/2024	DRG	5951	APR-DRG 696-2	OTHER CHEMOTHERAPY	696-2	IP					26109.75	16971.34	550	12619.99	11472.72	N/A	N/A	N/A	12619.99	N/A	11816.9	N/A	N/A	9321.05	N/A	9145.18	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9233.11	N/A
2/5/2024	DRG	5952	APR-DRG 696-3	OTHER CHEMOTHERAPY	696-3	IP					10817.05	7031.08	550	21696.17	19723.79	N/A	N/A	N/A	21696.17	N/A	20315.5	N/A	N/A	15983.09	N/A	15681.53	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15832.31	N/A
2/5/2024	DRG	5953	APR-DRG 696-4	OTHER CHEMOTHERAPY	696-4	IP					69633	45261.45	550	42049.9	38227.18	N/A	N/A	N/A	42049.9	N/A	39374	N/A	N/A	30923.02	N/A	30339.57	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	30631.29	N/A
2/5/2024	DRG	5954	APR-DRG 710-1	INFECTIOUS AND PARASITIC DISEASES INCLUDING HIV WITH O.R. PROCEDURE	710-1	IP					8354.45	5430.39	1608	7859.49	7144.99	N/A	N/A	N/A	7859.49	N/A	7359.34	N/A	N/A	5826.77	N/A	5716.83	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5771.8	N/A
2/5/2024	DRG	5955	APR-DRG 710-2	INFECTIOUS AND PARASITIC DISEASES INCLUDING HIV WITH O.R. PROCEDURE	710-2	IP					37297.52	24243.39	1608	12046.57	10951.43	N/A	N/A	N/A	12046.57	N/A	11279.97	N/A	N/A	8900.15	N/A	8732.22	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8816.19	N/A
2/5/2024	DRG	5956	APR-DRG 710-3	INFECTIOUS AND PARASITIC DISEASES INCLUDING HIV WITH O.R. PROCEDURE	710-3	IP					76637.37	49814.29	1608	20411.42	18555.84	N/A	N/A	N/A	20411.42	N/A	19112.52	N/A	N/A	15040.06	N/A	14756.29	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14898.18	N/A
2/5/2024	DRG	5957	APR-DRG 710-4	INFECTIOUS AND PARASITIC DISEASES INCLUDING HIV WITH O.R. PROCEDURE	710-4	IP					200683.15	130444.05	550	48011.16	43646.51	N/A	N/A	N/A	48011.16	N/A	44955.91	N/A	N/A	35298.67	N/A	34632.66	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34965.66	N/A
2/5/2024	DRG	5958	APR-DRG 711-1	"POST-OPERATIVE, POST-TRAUMA, OTHER DEVICE INFECTIONS WITH O.R. PROCEDURE"	711-1	IP					19094.81	12411.63	550	10613.55	9648.68	N/A	N/A	N/A	10613.55	N/A	9938.14	N/A	N/A	7848.29	N/A	7700.21	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7774.25	N/A
2/5/2024	DRG	5959	APR-DRG 711-2	"POST-OPERATIVE, POST-TRAUMA, OTHER DEVICE INFECTIONS WITH O.R. PROCEDURE"	711-2	IP					51851.91	33703.74	550	14029.17	12753.79	N/A	N/A	N/A	14029.17	N/A	13136.4	N/A	N/A	10355.41	N/A	10160.02	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10257.71	N/A
2/5/2024	DRG	5960	APR-DRG 711-3	"POST-OPERATIVE, POST-TRAUMA, OTHER DEVICE INFECTIONS WITH O.R. PROCEDURE"	711-3	IP					52492.96	34120.42	550	23971.18	21791.98	N/A	N/A	N/A	23971.18	N/A	22445.74	N/A	N/A	17652.98	N/A	17319.9	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	17486.44	N/A
2/5/2024	DRG	5961	APR-DRG 711-4	"POST-OPERATIVE, POST-TRAUMA, OTHER DEVICE INFECTIONS WITH O.R. PROCEDURE"	711-4	IP					167594.55	108936.46	550	46842.55	42584.14	N/A	N/A	N/A	46842.55	N/A	43861.66	N/A	N/A	34440.89	N/A	33791.07	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34115.98	N/A
2/5/2024	DRG	5962	APR-DRG 720-1	SEPTICEMIA AND DISSEMINATED INFECTIONS	720-1	IP					6209.75	4036.34	1608	5381.24	4892.04	N/A	N/A	N/A	5381.24	N/A	5038.8	N/A	N/A	4007.71	N/A	3932.09	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3969.9	N/A
2/5/2024	DRG	5963	APR-DRG 720-2	SEPTICEMIA AND DISSEMINATED INFECTIONS	720-2	IP					22075.46	14349.05	1608	6858.85	6235.32	N/A	N/A	N/A	6858.85	N/A	6422.38	N/A	N/A	5092.29	N/A	4996.21	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5044.25	N/A
2/5/2024	DRG	5964	APR-DRG 720-3	SEPTICEMIA AND DISSEMINATED INFECTIONS	720-3	IP					64415.98	41870.39	1608	10723.46	9748.6	N/A	N/A	N/A	10723.46	N/A	10041.06	N/A	N/A	7928.97	N/A	7779.37	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7854.17	N/A
2/5/2024	DRG	5965	APR-DRG 720-4	SEPTICEMIA AND DISSEMINATED INFECTIONS	720-4	IP					38859.66	25258.78	1608	21467.01	19515.46	N/A	N/A	N/A	21467.01	N/A	20100.92	N/A	N/A	15814.88	N/A	15516.49	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15665.69	N/A
2/5/2024	DRG	5966	APR-DRG 721-1	"POST-OPERATIVE, POST-TRAUMATIC, OTHER DEVICE INFECTIONS"	721-1	IP					8993.1	5845.52	550	6891.01	6264.55	N/A	N/A	N/A	6891.01	N/A	6452.49	N/A	N/A	5115.89	N/A	5019.36	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5067.63	N/A
2/5/2024	DRG	5967	APR-DRG 721-2	"POST-OPERATIVE, POST-TRAUMATIC, OTHER DEVICE INFECTIONS"	721-2	IP					24214.5	15739.43	550	8280.48	7527.71	N/A	N/A	N/A	8280.48	N/A	7753.54	N/A	N/A	6135.79	N/A	6020.02	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6077.9	N/A
2/5/2024	DRG	5968	APR-DRG 721-3	"POST-OPERATIVE, POST-TRAUMATIC, OTHER DEVICE INFECTIONS"	721-3	IP					44698.15	29053.8	550	13449.54	12226.85	N/A	N/A	N/A	13449.54	N/A	12593.66	N/A	N/A	9929.94	N/A	9742.58	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9836.26	N/A
2/5/2024	DRG	5969	APR-DRG 721-4	"POST-OPERATIVE, POST-TRAUMATIC, OTHER DEVICE INFECTIONS"	721-4	IP					140945.69	91614.7	550	25444.64	23131.49	N/A	N/A	N/A	25444.64	N/A	23825.43	N/A	N/A	18734.52	N/A	18381.04	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	18557.78	N/A
2/5/2024	DRG	5970	APR-DRG 722-1	FEVER AND INFLAMMATORY CONDITIONS	722-1	IP					9697.5	6303.38	550	5336.65	4851.5	N/A	N/A	N/A	5336.65	N/A	4997.05	N/A	N/A	3974.98	N/A	3899.98	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3937.48	N/A
2/5/2024	DRG	5971	APR-DRG 722-2	FEVER AND INFLAMMATORY CONDITIONS	722-2	IP					14961.06	9724.69	550	6955.29	6322.99	N/A	N/A	N/A	6955.29	N/A	6512.68	N/A	N/A	5163.08	N/A	5065.66	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5114.37	N/A
2/5/2024	DRG	5972	APR-DRG 722-3	FEVER AND INFLAMMATORY CONDITIONS	722-3	IP					12263.92	7971.55	550	10381.28	9437.53	N/A	N/A	N/A	10381.28	N/A	9720.66	N/A	N/A	7677.8	N/A	7532.94	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7605.37	N/A
2/5/2024	DRG	5973	APR-DRG 722-4	FEVER AND INFLAMMATORY CONDITIONS	722-4	IP					10220.6	6643.39	550	15881.11	14437.37	N/A	N/A	N/A	15881.11	N/A	14870.49	N/A	N/A	11714.76	N/A	11493.73	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11604.24	N/A
2/5/2024	DRG	5974	APR-DRG 723-1	VIRAL ILLNESS	723-1	IP					9069.5	5895.18	550	5735.87	5214.43	N/A	N/A	N/A	5735.87	N/A	5370.86	N/A	N/A	4268.01	N/A	4187.48	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4227.74	N/A
2/5/2024	DRG	5975	APR-DRG 723-2	VIRAL ILLNESS	723-2	IP					21195.98	13777.39	550	6717.83	6107.12	N/A	N/A	N/A	6717.83	N/A	6290.33	N/A	N/A	4988.78	N/A	4894.66	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4941.72	N/A
2/5/2024	DRG	5976	APR-DRG 723-3	VIRAL ILLNESS	723-3	IP					15902.45	10336.59	550	16704.42	15185.84	N/A	N/A	N/A	16704.42	N/A	15641.42	N/A	N/A	12319.09	N/A	12086.65	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12202.87	N/A
2/5/2024	DRG	5977	APR-DRG 723-4	VIRAL ILLNESS	723-4	IP					33719.26	21917.52	550	16704.42	15185.84	N/A	N/A	N/A	16704.42	N/A	15641.42	N/A	N/A	12319.09	N/A	12086.65	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12202.87	N/A
2/5/2024	DRG	5978	APR-DRG 724-1	OTHER INFECTIOUS AND PARASITIC DISEASES	724-1	IP					15122.05	9829.33	550	7459.23	6781.12	N/A	N/A	N/A	7459.23	N/A	6984.55	N/A	N/A	5532.98	N/A	5428.58	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5480.78	N/A
2/5/2024	DRG	5979	APR-DRG 724-2	OTHER INFECTIOUS AND PARASITIC DISEASES	724-2	IP					12206.81	7934.43	550	8930.63	8118.75	N/A	N/A	N/A	8930.63	N/A	8362.31	N/A	N/A	6613	N/A	6488.23	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6550.61	N/A
2/5/2024	DRG	5980	APR-DRG 724-3	OTHER INFECTIOUS AND PARASITIC DISEASES	724-3	IP					34881.46	22672.95	550	14622.29	13292.99	N/A	N/A	N/A	14622.29	N/A	13691.78	N/A	N/A	10790.77	N/A	10587.17	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10688.97	N/A
2/5/2024	DRG	5981	APR-DRG 724-4	OTHER INFECTIOUS AND PARASITIC DISEASES	724-4	IP					52138.45	33889.99	550	22251.96	20229.05	N/A	N/A	N/A	22251.96	N/A	20835.92	N/A	N/A	16391.05	N/A	16081.78	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16236.41	N/A
2/5/2024	DRG	5982	APR-DRG 740-1	MENTAL ILLNESS DIAGNOSIS WITH O.R. PROCEDURE	740-1	IP					29040.38	18876.25	550	16417.2	14924.73	N/A	N/A	N/A	16417.2	N/A	15372.47	N/A	N/A	12108.25	N/A	11879.8	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11994.02	N/A
2/5/2024	DRG	5983	APR-DRG 740-2	MENTAL ILLNESS DIAGNOSIS WITH O.R. PROCEDURE	740-2	IP					70417.02	45771.06	550	25508.92	23189.93	N/A	N/A	N/A	25508.92	N/A	23885.63	N/A	N/A	18781.71	N/A	18427.33	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	18604.52	N/A
2/5/2024	DRG	5984	APR-DRG 740-3	MENTAL ILLNESS DIAGNOSIS WITH O.R. PROCEDURE	740-3	IP					27048.1	17581.27	550	25508.92	23189.93	N/A	N/A	N/A	25508.92	N/A	23885.63	N/A	N/A	18781.71	N/A	18427.33	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	18604.52	N/A
2/5/2024	DRG	5985	APR-DRG 740-4	MENTAL ILLNESS DIAGNOSIS WITH O.R. PROCEDURE	740-4	IP					765532.14	497595.89	550	288435.61	217547.77	N/A	N/A	N/A	239302.55	N/A	224074.2	N/A	N/A	288435.61	N/A	282993.43	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	285714.52	N/A
2/5/2024	DRG	5986	APR-DRG 750-1	SCHIZOPHRENIA	750-1	IP					17328.2	11263.33	550	11629.73	10572.48	N/A	N/A	N/A	11629.73	N/A	10889.65	N/A	N/A	8594.18	N/A	8432.03	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8513.11	N/A
2/5/2024	DRG	5987	APR-DRG 750-2	SCHIZOPHRENIA	750-2	IP					6399.7	4159.81	550	11629.73	10572.48	N/A	N/A	N/A	11629.73	N/A	10889.65	N/A	N/A	8594.18	N/A	8432.03	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8513.11	N/A
2/5/2024	DRG	5988	APR-DRG 750-3	SCHIZOPHRENIA	750-3	IP					113357.95	73682.67	550	18662.14	16965.58	N/A	N/A	N/A	18662.14	N/A	17474.55	N/A	N/A	13756.07	N/A	13496.52	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13626.29	N/A
2/5/2024	DRG	5989	APR-DRG 750-4	SCHIZOPHRENIA	750-4	IP					705248.35	458411.43	550	261573.91	196936.11	N/A	N/A	N/A	216629.72	N/A	202844.19	N/A	N/A	261573.91	N/A	256638.55	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	259106.23	N/A
2/5/2024	DRG	5990	APR-DRG 751-1	MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES	751-1	IP					15768.25	10249.36	550	6796.64	6178.76	N/A	N/A	N/A	6796.64	N/A	6364.12	N/A	N/A	5046.63	N/A	4951.41	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4999.02	N/A
2/5/2024	DRG	5991	APR-DRG 751-2	MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES	751-2	IP					74646.95	48520.52	550	7646.91	6951.74	N/A	N/A	N/A	7646.91	N/A	7160.29	N/A	N/A	5670.75	N/A	5563.75	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5617.25	N/A
2/5/2024	DRG	5992	APR-DRG 751-3	MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES	751-3	IP					243736.21	158428.54	550	43546.85	23803.66	N/A	N/A	N/A	26184.03	N/A	24517.77	N/A	N/A	43546.85	N/A	42725.21	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	43136.03	N/A
