	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																			
2/5/2024	DRG	5261	APR-DRG 484-2	OTHER MALE REPRODUCTIVE SYSTEM AND RELATED PROCEDURES	484-2	IP					50501.34	32825.87	550	12465.96	11332.69	N/A	N/A	N/A	12465.96	N/A	11672.67	N/A	N/A	8691.52	N/A	8527.53	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8609.53	N/A
2/5/2024	DRG	5262	APR-DRG 484-3	OTHER MALE REPRODUCTIVE SYSTEM AND RELATED PROCEDURES	484-3	IP					43222.65	28094.72	550	16416.15	14923.77	N/A	N/A	N/A	16416.15	N/A	15371.48	N/A	N/A	11395.35	N/A	11180.34	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11287.85	N/A
2/5/2024	DRG	5263	APR-DRG 484-4	OTHER MALE REPRODUCTIVE SYSTEM AND RELATED PROCEDURES	484-4	IP					76144.7	49494.06	550	16416.15	14923.77	N/A	N/A	N/A	16416.15	N/A	15371.48	N/A	N/A	11395.35	N/A	11180.34	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11287.85	N/A
2/5/2024	DRG	5264	APR-DRG 500-1	"MALIGNANCY, MALE REPRODUCTIVE SYSTEM"	500-1	IP					73077.99	47500.69	550	9034.2	8212.91	N/A	N/A	N/A	9034.2	N/A	8459.3	N/A	N/A	6342.56	N/A	6222.89	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6282.73	N/A
2/5/2024	DRG	5265	APR-DRG 500-2	"MALIGNANCY, MALE REPRODUCTIVE SYSTEM"	500-2	IP					33619.66	21852.78	550	9034.2	8212.91	N/A	N/A	N/A	9034.2	N/A	8459.3	N/A	N/A	6342.56	N/A	6222.89	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6282.73	N/A
2/5/2024	DRG	5266	APR-DRG 500-3	"MALIGNANCY, MALE REPRODUCTIVE SYSTEM"	500-3	IP					70049.68	45532.29	550	10650.39	9682.17	N/A	N/A	N/A	10650.39	N/A	9972.64	N/A	N/A	7448.8	N/A	7308.26	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7378.53	N/A
2/5/2024	DRG	5267	APR-DRG 500-4	"MALIGNANCY, MALE REPRODUCTIVE SYSTEM"	500-4	IP					1184584.95	769980.22	550	618981.2	243024.74	N/A	N/A	N/A	267327.21	N/A	250315.48	N/A	N/A	618981.2	N/A	607302.31	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	613141.76	N/A
2/5/2024	DRG	5268	APR-DRG 501-1	MALE REPRODUCTIVE SYSTEM DIAGNOSES EXCEPT MALIGNANCY	501-1	IP					18866.97	12263.53	550	4965.42	4514.02	N/A	N/A	N/A	4965.42	N/A	4649.44	N/A	N/A	3557.57	N/A	3490.45	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3524.01	N/A
2/5/2024	DRG	5269	APR-DRG 501-2	MALE REPRODUCTIVE SYSTEM DIAGNOSES EXCEPT MALIGNANCY	501-2	IP					9687.45	6296.84	550	6979.35	6344.86	N/A	N/A	N/A	6979.35	N/A	6535.21	N/A	N/A	4936.06	N/A	4842.93	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4889.49	N/A
2/5/2024	DRG	5270	APR-DRG 501-3	MALE REPRODUCTIVE SYSTEM DIAGNOSES EXCEPT MALIGNANCY	501-3	IP					35137.07	22839.1	550	10462.53	9511.39	N/A	N/A	N/A	10462.53	N/A	9796.73	N/A	N/A	7320.22	N/A	7182.1	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7251.16	N/A
2/5/2024	DRG	5271	APR-DRG 501-4	MALE REPRODUCTIVE SYSTEM DIAGNOSES EXCEPT MALIGNANCY	501-4	IP					59205.88	38483.82	550	16420.35	14927.59	N/A	N/A	N/A	16420.35	N/A	15375.42	N/A	N/A	11398.22	N/A	11183.16	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11290.69	N/A
2/5/2024	DRG	5272	APR-DRG 510-1	"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND OTHER RADICAL GYNECOLOGICAL PROCEDURES"	510-1	IP					64646.12	42019.98	550	8739.3	7944.82	N/A	N/A	N/A	8739.3	N/A	8183.16	N/A	N/A	6140.71	N/A	6024.84	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6082.78	N/A
2/5/2024	DRG	5273	APR-DRG 510-2	"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND OTHER RADICAL GYNECOLOGICAL PROCEDURES"	510-2	IP					43634.24	28362.26	550	15051.84	13683.49	N/A	N/A	N/A	15051.84	N/A	14093.99	N/A	N/A	10461.51	N/A	10264.12	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10362.82	N/A
2/5/2024	DRG	5274	APR-DRG 510-3	"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND OTHER RADICAL GYNECOLOGICAL PROCEDURES"	510-3	IP					40962.37	26625.54	550	15051.84	13683.49	N/A	N/A	N/A	15051.84	N/A	14093.99	N/A	N/A	10461.51	N/A	10264.12	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10362.82	N/A
2/5/2024	DRG	5275	APR-DRG 510-4	"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND OTHER RADICAL GYNECOLOGICAL PROCEDURES"	510-4	IP					137644.7	89469.06	550	15051.84	13683.49	N/A	N/A	N/A	15051.84	N/A	14093.99	N/A	N/A	10461.51	N/A	10264.12	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10362.82	N/A
2/5/2024	DRG	5276	APR-DRG 511-1	UTERINE AND ADNEXA PROCEDURES FOR OVARIAN AND ADNEXAL MALIGNANCY	511-1	IP					93052.87	60484.37	550	12791.3	11628.45	N/A	N/A	N/A	12791.3	N/A	11977.3	N/A	N/A	8914.21	N/A	8746.02	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8830.11	N/A
2/5/2024	DRG	5277	APR-DRG 511-2	UTERINE AND ADNEXA PROCEDURES FOR OVARIAN AND ADNEXAL MALIGNANCY	511-2	IP					46320.12	30108.08	550	15643.74	14221.58	N/A	N/A	N/A	15643.74	N/A	14648.23	N/A	N/A	10866.65	N/A	10661.62	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10764.14	N/A
2/5/2024	DRG	5278	APR-DRG 511-3	UTERINE AND ADNEXA PROCEDURES FOR OVARIAN AND ADNEXAL MALIGNANCY	511-3	IP					57358.33	37282.91	550	23253.42	21139.47	N/A	N/A	N/A	23253.42	N/A	21773.65	N/A	N/A	16075.32	N/A	15772.02	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15923.67	N/A
2/5/2024	DRG	5279	APR-DRG 511-4	UTERINE AND ADNEXA PROCEDURES FOR OVARIAN AND ADNEXAL MALIGNANCY	511-4	IP					233409.29	151716.04	550	66316.7	21139.47	N/A	N/A	N/A	23253.42	N/A	21773.65	N/A	N/A	66316.7	N/A	65065.44	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	65691.07	N/A
2/5/2024	DRG	5280	APR-DRG 512-1	UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY	512-1	IP					55265.66	35922.68	550	12350.51	11227.74	N/A	N/A	N/A	12350.51	N/A	11564.57	N/A	N/A	8612.51	N/A	8450.01	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8531.26	N/A
2/5/2024	DRG	5281	APR-DRG 512-2	UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY	512-2	IP					58083.26	37754.12	550	13764.15	12512.86	N/A	N/A	N/A	13764.15	N/A	12888.25	N/A	N/A	9580.11	N/A	9399.35	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9489.73	N/A
2/5/2024	DRG	5282	APR-DRG 512-3	UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY	512-3	IP					48954.25	31820.26	550	16973.42	15430.38	N/A	N/A	N/A	16973.42	N/A	15893.29	N/A	N/A	11776.79	N/A	11554.59	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11665.69	N/A
2/5/2024	DRG	5283	APR-DRG 512-4	UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY	512-4	IP					601282.8	390833.82	550	279967.15	91357.7	N/A	N/A	N/A	100493.47	N/A	94098.43	N/A	N/A	279967.15	N/A	274684.75	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	277325.95	N/A
2/5/2024	DRG	5284	APR-DRG 513-1	UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY EXCEPT LEIOMYOMA	513-1	IP					19944.69	12964.05	550	8645.9	7859.91	N/A	N/A	N/A	8645.9	N/A	8095.71	N/A	N/A	6076.78	N/A	5962.12	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6019.45	N/A
2/5/2024	DRG	5285	APR-DRG 513-2	UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY EXCEPT LEIOMYOMA	513-2	IP					45626.25	29657.06	550	10197.01	9270.01	N/A	N/A	N/A	10197.01	N/A	9548.11	N/A	N/A	7138.49	N/A	7003.8	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7071.14	N/A
2/5/2024	DRG	5286	APR-DRG 513-3	UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY EXCEPT LEIOMYOMA	513-3	IP					138889.92	90278.45	550	15856.79	14415.26	N/A	N/A	N/A	15856.79	N/A	14847.72	N/A	N/A	11012.48	N/A	10804.7	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10908.59	N/A
2/5/2024	DRG	5287	APR-DRG 513-4	UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY EXCEPT LEIOMYOMA	513-4	IP					67173.72	43662.92	550	19666.35	17878.5	N/A	N/A	N/A	19666.35	N/A	18414.85	N/A	N/A	13620.05	N/A	13363.06	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13491.56	N/A
2/5/2024	DRG	5288	APR-DRG 514-1	FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES	514-1	IP					44569.99	28970.49	550	7357.16	6688.33	N/A	N/A	N/A	7357.16	N/A	6888.98	N/A	N/A	5194.66	N/A	5096.64	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5145.65	N/A
2/5/2024	DRG	5289	APR-DRG 514-2	FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES	514-2	IP					49437.69	32134.5	550	10755.33	9777.57	N/A	N/A	N/A	10755.33	N/A	10070.9	N/A	N/A	7520.64	N/A	7378.74	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7449.69	N/A
2/5/2024	DRG	5290	APR-DRG 514-3	FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES	514-3	IP					322697.02	209753.06	550	117421.32	18081.53	N/A	N/A	N/A	19889.68	N/A	18623.98	N/A	N/A	117421.32	N/A	115205.82	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	116313.57	N/A
2/5/2024	DRG	5291	APR-DRG 517-1	DILATION AND CURETTAGE FOR NON-OBSTETRIC DIAGNOSES	517-1	IP					9439.1	6135.42	550	7069.6	6426.91	N/A	N/A	N/A	7069.6	N/A	6619.72	N/A	N/A	4997.84	N/A	4903.54	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4950.69	N/A
2/5/2024	DRG	5292	APR-DRG 517-2	DILATION AND CURETTAGE FOR NON-OBSTETRIC DIAGNOSES	517-2	IP					29506.12	19178.98	550	7736.01	7032.74	N/A	N/A	N/A	7736.01	N/A	7243.72	N/A	N/A	5453.98	N/A	5351.07	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5402.52	N/A
2/5/2024	DRG	5293	APR-DRG 517-3	DILATION AND CURETTAGE FOR NON-OBSTETRIC DIAGNOSES	517-3	IP					29652.28	19273.98	550	14613.17	13284.7	N/A	N/A	N/A	14613.17	N/A	13683.24	N/A	N/A	10161.24	N/A	9969.52	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10065.38	N/A
2/5/2024	DRG	5294	APR-DRG 517-4	DILATION AND CURETTAGE FOR NON-OBSTETRIC DIAGNOSES	517-4	IP					266404.95	173163.22	550	84926.78	13284.7	N/A	N/A	N/A	14613.17	N/A	13683.24	N/A	N/A	84926.78	N/A	83324.38	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	84125.58	N/A
2/5/2024	DRG	5295	APR-DRG 518-1	OTHER FEMALE REPRODUCTIVE SYSTEM AND RELATED PROCEDURES	518-1	IP					27330.24	17764.66	550	7395.99	6723.63	N/A	N/A	N/A	7395.99	N/A	6925.34	N/A	N/A	5221.24	N/A	5122.73	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5171.98	N/A
2/5/2024	DRG	5296	APR-DRG 518-2	OTHER FEMALE REPRODUCTIVE SYSTEM AND RELATED PROCEDURES	518-2	IP					21470.35	13955.73	550	10512.9	9557.18	N/A	N/A	N/A	10512.9	N/A	9843.9	N/A	N/A	7354.7	N/A	7215.94	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7285.32	N/A
2/5/2024	DRG	5297	APR-DRG 518-3	OTHER FEMALE REPRODUCTIVE SYSTEM AND RELATED PROCEDURES	518-3	IP					206319.75	134107.84	550	50236.63	16948.29	N/A	N/A	N/A	18643.12	N/A	17456.74	N/A	N/A	50236.63	N/A	49288.77	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	49762.7	N/A
2/5/2024	DRG	5298	APR-DRG 518-4	OTHER FEMALE REPRODUCTIVE SYSTEM AND RELATED PROCEDURES	518-4	IP					182724.73	118771.07	550	36505.75	16948.29	N/A	N/A	N/A	18643.12	N/A	17456.74	N/A	N/A	36505.75	N/A	35816.97	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	36161.36	N/A
2/5/2024	DRG	5299	APR-DRG 519-1	UTERINE AND ADNEXA PROCEDURES FOR LEIOMYOMA	519-1	IP					26479.21	17211.49	550	8622.81	7838.92	N/A	N/A	N/A	8622.81	N/A	8074.09	N/A	N/A	6060.97	N/A	5946.62	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6003.8	N/A
2/5/2024	DRG	5300	APR-DRG 519-2	UTERINE AND ADNEXA PROCEDURES FOR LEIOMYOMA	519-2	IP					43331.85	28165.7	550	10739.59	9763.26	N/A	N/A	N/A	10739.59	N/A	10056.16	N/A	N/A	7509.87	N/A	7368.17	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7439.02	N/A
2/5/2024	DRG	5301	APR-DRG 519-3	UTERINE AND ADNEXA PROCEDURES FOR LEIOMYOMA	519-3	IP					205878.81	133821.23	550	50309.9	21329.33	N/A	N/A	N/A	23462.26	N/A	21969.21	N/A	N/A	50309.9	N/A	49360.66	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	49835.28	N/A
2/5/2024	DRG	5302	APR-DRG 519-4	UTERINE AND ADNEXA PROCEDURES FOR LEIOMYOMA	519-4	IP					596212	387537.8	550	277460.4	90624.12	N/A	N/A	N/A	99686.53	N/A	93342.84	N/A	N/A	277460.4	N/A	272225.29	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	274842.84	N/A
2/5/2024	DRG	5303	APR-DRG 530-1	FEMALE REPRODUCTIVE SYSTEM MALIGNANCY	530-1	IP					155426.05	101026.93	550	19781.04	5811.54	N/A	N/A	N/A	6392.69	N/A	5985.89	N/A	N/A	19781.04	N/A	19407.81	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	19594.43	N/A
2/5/2024	DRG	5304	APR-DRG 530-2	FEMALE REPRODUCTIVE SYSTEM MALIGNANCY	530-2	IP					13806.2	8974.03	550	7623.73	6930.66	N/A	N/A	N/A	7623.73	N/A	7138.58	N/A	N/A	5377.12	N/A	5275.66	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5326.39	N/A
2/5/2024	DRG	5305	APR-DRG 530-3	FEMALE REPRODUCTIVE SYSTEM MALIGNANCY	530-3	IP					28697.06	18653.09	550	11125.8	10114.36	N/A	N/A	N/A	11125.8	N/A	10417.79	N/A	N/A	7774.21	N/A	7627.53	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7700.87	N/A
2/5/2024	DRG	5306	APR-DRG 530-4	FEMALE REPRODUCTIVE SYSTEM MALIGNANCY	530-4	IP					178320.36	115908.23	550	34103.66	19086.34	N/A	N/A	N/A	20994.97	N/A	19658.93	N/A	N/A	34103.66	N/A	33460.19	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	33781.92	N/A
2/5/2024	DRG	5307	APR-DRG 531-1	FEMALE REPRODUCTIVE SYSTEM INFECTIONS	531-1	IP					4040.15	2626.1	550	5143.83	4676.21	N/A	N/A	N/A	5143.83	N/A	4816.5	N/A	N/A	3679.68	N/A	3610.26	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3644.97	N/A
2/5/2024	DRG	5308	APR-DRG 531-2	FEMALE REPRODUCTIVE SYSTEM INFECTIONS	531-2	IP					12938.55	8410.06	550	6308.74	5735.22	N/A	N/A	N/A	6308.74	N/A	5907.28	N/A	N/A	4477.04	N/A	4392.56	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4434.8	N/A
2/5/2024	DRG	5309	APR-DRG 531-3	FEMALE REPRODUCTIVE SYSTEM INFECTIONS	531-3	IP					12508.36	8130.43	550	11655.78	10596.16	N/A	N/A	N/A	11655.78	N/A	10914.04	N/A	N/A	8136.97	N/A	7983.45	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8060.21	N/A
2/5/2024	DRG	5310	APR-DRG 531-4	FEMALE REPRODUCTIVE SYSTEM INFECTIONS	531-4	IP					89396.21	58107.54	550	11655.78	10596.16	N/A	N/A	N/A	11655.78	N/A	10914.04	N/A	N/A	8136.97	N/A	7983.45	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8060.21	N/A
2/5/2024	DRG	5311	APR-DRG 532-1	MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS	532-1	IP					24005.28	15603.43	550	5183.72	4712.47	N/A	N/A	N/A	5183.72	N/A	4853.84	N/A	N/A	3706.98	N/A	3637.04	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3672.01	N/A
2/5/2024	DRG	5312	APR-DRG 532-2	MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS	532-2	IP					13309.56	8651.21	550	6000.2	5454.73	N/A	N/A	N/A	6000.2	N/A	5618.37	N/A	N/A	4265.85	N/A	4185.37	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4225.61	N/A
2/5/2024	DRG	5313	APR-DRG 532-3	MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS	532-3	IP					19810.1	12876.57	550	7589.09	6899.17	N/A	N/A	N/A	7589.09	N/A	7106.15	N/A	N/A	5353.41	N/A	5252.41	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5302.91	N/A
2/5/2024	DRG	5314	APR-DRG 532-4	MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS	532-4	IP					41839	27195.35	550	7589.09	6899.17	N/A	N/A	N/A	7589.09	N/A	7106.15	N/A	N/A	5353.41	N/A	5252.41	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5302.91	N/A
2/5/2024	DRG	5315	APR-DRG 539-1	CESAREAN SECTION WITH STERILIZATION	539-1	IP					14280.09	9282.06	550	7180.84	6528.04	N/A	N/A	N/A	7180.84	N/A	6723.88	N/A	N/A	5073.98	N/A	4978.24	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5026.11	N/A
2/5/2024	DRG	5316	APR-DRG 539-2	CESAREAN SECTION WITH STERILIZATION	539-2	IP					36536.3	23748.6	550	7967.95	7243.59	N/A	N/A	N/A	7967.95	N/A	7460.9	N/A	N/A	5612.73	N/A	5506.83	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5559.78	N/A
2/5/2024	DRG	5317	APR-DRG 539-3	CESAREAN SECTION WITH STERILIZATION	539-3	IP					82711.54	53762.5	550	11056.53	10051.39	N/A	N/A	N/A	11056.53	N/A	10352.93	N/A	N/A	7726.8	N/A	7581.01	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7653.9	N/A
2/5/2024	DRG	5318	APR-DRG 539-4	CESAREAN SECTION WITH STERILIZATION	539-4	IP					83104	54017.6	550	19258.11	17507.37	N/A	N/A	N/A	19258.11	N/A	18032.59	N/A	N/A	13340.61	N/A	13088.9	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13214.75	N/A
2/5/2024	DRG	5319	APR-DRG 540-1	CESAREAN SECTION WITHOUT STERILIZATION	540-1	IP					14119.61	9177.75	550	6763.16	6148.33	N/A	N/A	N/A	6763.16	N/A	6332.78	N/A	N/A	4788.08	N/A	4697.74	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4742.91	N/A
2/5/2024	DRG	5320	APR-DRG 540-2	CESAREAN SECTION WITHOUT STERILIZATION	540-2	IP					45326.8	29462.42	550	8140.06	7400.05	N/A	N/A	N/A	8140.06	N/A	7622.05	N/A	N/A	5730.54	N/A	5622.42	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5676.48	N/A
2/5/2024	DRG	5321	APR-DRG 540-3	CESAREAN SECTION WITHOUT STERILIZATION	540-3	IP					25181.31	16367.85	550	9701.67	8819.7	N/A	N/A	N/A	9701.67	N/A	9084.29	N/A	N/A	6799.42	N/A	6671.13	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6735.28	N/A
2/5/2024	DRG	5322	APR-DRG 540-4	CESAREAN SECTION WITHOUT STERILIZATION	540-4	IP					151393.56	98405.81	550	18143.59	15230.98	N/A	N/A	N/A	16754.08	N/A	15687.91	N/A	N/A	18143.59	N/A	17801.25	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	17972.42	N/A
2/5/2024	DRG	5323	APR-DRG 541-1	VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C	541-1	IP					19114.87	12424.67	550	7174.55	6522.32	N/A	N/A	N/A	7174.55	N/A	6717.99	N/A	N/A	5069.67	N/A	4974.02	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5021.85	N/A
2/5/2024	DRG	5324	APR-DRG 541-2	VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C	541-2	IP					19052.35	12384.03	550	7747.56	7043.24	N/A	N/A	N/A	7747.56	N/A	7254.54	N/A	N/A	5461.88	N/A	5358.83	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5410.36	N/A
2/5/2024	DRG	5325	APR-DRG 541-3	VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C	541-3	IP					111510.09	72481.56	550	8917.71	8107.01	N/A	N/A	N/A	8917.71	N/A	8350.22	N/A	N/A	6262.83	N/A	6144.66	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6203.75	N/A
2/5/2024	DRG	5326	APR-DRG 541-4	VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C	541-4	IP					27565	17917.25	550	11296.86	10269.87	N/A	N/A	N/A	11296.86	N/A	10577.97	N/A	N/A	7891.3	N/A	7742.4	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7816.85	N/A
2/5/2024	DRG	5327	APR-DRG 542-1	VAGINAL DELIVERY WITH O.R. PROCEDURE EXCEPT STERILIZATION AND/OR D&C	542-1	IP					23058.65	14988.12	550	5956.13	5414.66	N/A	N/A	N/A	5956.13	N/A	5577.1	N/A	N/A	4235.68	N/A	4155.76	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4195.72	N/A
2/5/2024	DRG	5328	APR-DRG 542-2	VAGINAL DELIVERY WITH O.R. PROCEDURE EXCEPT STERILIZATION AND/OR D&C	542-2	IP					30253.25	19664.61	550	6681.3	6073.91	N/A	N/A	N/A	6681.3	N/A	6256.13	N/A	N/A	4732.05	N/A	4642.77	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4687.41	N/A
